Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls_1,stats_Ast_1,stats_G+A_1,stats_G-PK_1,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp_1,passing_Att_1,passing_Cmp%_1,passing_Cmp_2,passing_Att_2,passing_Cmp%_2,passing_Cmp_3,passing_Att_3,passing_Cmp%_3,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive_1,gca_PassDead_1,gca_TO_1,gca_Sh_1,gca_Fld_1,gca_Def_1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl_1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Federico Pereira,uy URU,DF,Toluca,Liga MX,24-352,2000,13,13,"1,125",12.5,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,1,7,1,14.3,0.56,0.08,0.14,1.0,0.0,0,0,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,24-352,2000,13,"1,125",87,54.3,12.5,13,87,12,0,0,4,1.67,25,11,14,1.12,0.36,uy URU,DF,Toluca,Liga MX,24-352,2000,12.5,4,0,0,10,9,1,4,12,21,0.0,0.0,0
Jonathan Pérez,mx MEX,DF,Santos,Liga MX,19-106,2005,12,10,849,9.4,1,0,1,1,0,0,4,0,0.11,0.0,0.11,0.11,0.11,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,1,5,1,20.0,0.53,0.11,0.2,1.0,0.0,0,0,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Santos,Liga MX,19-106,2005,12,849,71,41.0,9.4,10,83,8,2,11,7,0.75,4,18,-14,-1.48,-1.19,mx MEX,DF,Santos,Liga MX,19-106,2005,9.4,4,0,0,10,6,0,4,15,16,0.0,0.0,0
Pavel Pérez,mx MEX,MF,Necaxa,Liga MX,26-229,1998,6,4,336,3.7,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,1,6,2,33.3,1.61,0.54,0.17,0.5,0.0,0,0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Necaxa,Liga MX,26-229,1998,6,336,56,16.2,3.7,4,68,0,2,33,0,1.5,10,4,6,1.61,2.23,mx MEX,MF,Necaxa,Liga MX,26-229,1998,3.7,0,0,0,5,8,0,7,2,7,0.0,0.0,0
Jonathan Perlaza,ec ECU,DF,Querétaro,Liga MX,27-150,1997,6,3,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,DF,Querétaro,Liga MX,27-150,1997,6,278,46,13.4,3.1,3,65,0,3,27,4,0.5,2,4,-2,-0.65,0.16,ec ECU,DF,Querétaro,Liga MX,27-150,1997,3.1,1,0,0,5,7,1,14,3,8,0.0,0.0,0
Yan Phillipe,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,18,8,716,8.0,2,0,2,2,0,0,1,1,0.25,0.0,0.25,0.25,0.25,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,2,16,9,56.3,2.01,1.13,0.13,0.22,0.0,0,0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,18,716,40,34.6,8.0,8,62,0,10,22,4,1.19,9,15,-6,-0.75,-1.68,br BRA,"FW,MF",Atlético,Liga MX,20-269,2004,8.0,1,1,0,17,16,5,9,1,6,0.0,0.0,0
Cristiano Piccini,it ITA,DF,Atlético,Liga MX,32-137,1992,4,4,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Atlético,Liga MX,32-137,1992,4,298,75,14.4,3.3,4,75,0,0,0,0,1.43,6,6,0,0.0,-0.41,it ITA,DF,Atlético,Liga MX,32-137,1992,3.3,0,0,0,2,2,0,7,10,3,0.0,0.0,0
Gonzalo Piovi,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,21,20,"1,827",20.3,0,3,3,0,0,0,8,1,0.0,0.15,0.15,0.0,0.15,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0,33,3,9.1,1.63,0.15,0.0,0.0,0.0,0,0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,21,"1,827",87,88.3,20.3,20,89,18,1,46,0,2.12,45,14,31,1.53,3.01,ar ARG,DF,Cruz Azul,Liga MX,30-155,1994,20.3,8,1,0,20,9,0,22,37,37,0.0,0.0,0
Guido Pizarro,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21,21,"1,889",21.0,2,0,2,2,0,0,4,1,0.1,0.0,0.1,0.1,0.1,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,2,14,5,35.7,0.67,0.24,0.14,0.4,0.0,0,0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21,"1,889",90,91.3,21.0,21,90,20,0,0,0,1.83,32,20,12,0.57,1.57,ar ARG,"DF,MF",UANL,Liga MX,34-350,1990,21.0,4,1,0,13,12,0,5,14,28,0.0,0.0,0
Rodolfo Pizarro,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,13,9,876,9.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0,7,0,0.0,0.72,0.0,0.0,0.0,0.0,0,0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,13,876,67,42.3,9.7,9,78,3,4,44,2,0.85,4,10,-6,-0.62,-0.39,mx MEX,"MF,FW",Mazatlán,Liga MX,30-361,1994,9.7,0,0,0,19,18,3,21,2,12,0.0,0.0,0
Adonis Preciado,ec ECU,MF,Querétaro,Liga MX,27-324,1997,6,5,468,5.2,1,0,1,1,0,0,2,0,0.19,0.0,0.19,0.19,0.19,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,1,7,3,42.9,1.35,0.58,0.14,0.33,0.0,0,0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ec ECU,MF,Querétaro,Liga MX,27-324,1997,6,468,78,22.6,5.2,5,89,3,1,23,0,1.17,6,6,0,0.0,1.01,ec ECU,MF,Querétaro,Liga MX,27-324,1997,5.2,2,0,0,8,29,6,13,4,10,0.0,0.0,0
Ignacio Pussetto,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,17,8,852,9.5,4,2,6,4,0,0,1,0,0.42,0.21,0.63,0.42,0.63,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,4,39,10,25.6,4.12,1.06,0.1,0.4,0.0,0,0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,17,852,50,41.2,9.5,8,67,1,9,35,2,1.37,10,8,2,0.21,-0.23,ar ARG,"FW,MF",UNAM,Liga MX,29-051,1995,9.5,1,0,0,20,8,5,16,4,8,0.0,0.0,0
Piero Quispe,pe PER,MF,UNAM,Liga MX,23-180,2001,21,16,"1,448",16.1,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,3,23,10,43.5,1.43,0.62,0.13,0.3,0.0,0,0,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,UNAM,Liga MX,23-180,2001,21,"1,448",69,70.0,16.1,16,80,4,5,34,0,1.57,19,13,6,0.37,0.08,pe PER,MF,UNAM,Liga MX,23-180,2001,16.1,3,0,0,14,33,0,18,12,19,0.0,0.0,0
Paulo Ramírez,mx MEX,MF,Atlas,Liga MX,22-117,2002,11,4,475,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0,5,1,20.0,0.95,0.19,0.0,0.0,0.0,0,0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,22-117,2002,11,475,43,22.9,5.3,4,76,1,7,24,6,0.83,4,9,-5,-0.95,-0.89,mx MEX,MF,Atlas,Liga MX,22-117,2002,5.3,0,0,0,9,5,1,7,4,5,0.0,0.0,0
José Rangel Aguilar,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22,22,"1,980",22.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22,"1,980",90,95.7,22.0,22,90,22,0,0,0,1.43,30,20,10,0.45,1.45,mx MEX,GK,Guadalajara,Liga MX,24-351,2000,22.0,4,0,0,0,2,0,0,2,0,0.0,0.0,0
Luis Rey,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,10,6,553,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0,8,2,25.0,1.3,0.33,0.0,0.0,0.0,0,0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,10,553,55,26.7,6.1,6,83,5,4,15,7,1.7,6,6,0,0.0,-0.53,mx MEX,DF,Guadalajara,Liga MX,22-149,2002,6.1,1,0,0,7,0,1,0,8,3,0.0,0.0,0
